sensor_11,sensor_14,sensor_2,sensor_12_norm,sensor_12,sensor_11_norm,setting2,sensor_15,cycle,sensor_15_norm,setting3,sensor_13,sensor_13_norm,id,sensor_7_norm,sensor_17,sensor_21,sensor_4_norm,sensor_17_norm,sensor_4,sensor_9,sensor_3_norm,sensor_2_norm,setting1,sensor_9_norm,sensor_14_norm,sensor_3,sensor_8,sensor_20,sensor_7
45.06,8142.74,604.78,1.5606117905285803,372.28,-1.695499233813853,0.2501,8.6287,47,-0.9408373800299804,100.0,2388.08,-0.8396298901026544,255,-0.2604967286132201,370,17.1374,-0.4059275804461452,0.2016294154064415,1307.82,8792.36,-2.0693870099546783,-0.2810974218875088,10.004,0.3793627621405812,0.4751638195007849,1490.03,2318.89,28.57,394.15
45.33,8142.49,604.63,0.9245273782628812,371.94,-0.6257641156253294,0.2506,8.5996,48,-1.702925604734344,100.0,2388.04,-1.2494103759978576,255,0.6777749347625871,367,17.221,0.0055421340198186,-1.8128400380660437,1311.3,8790.76,-0.3129555136364067,-0.5972197621571881,9.9999,0.2916939741725408,0.4595590963644705,1500.2,2318.87,28.54,394.78
44.14,8066.59,607.23,0.9963526298830508,315.16,0.910391642608076,0.7019,9.2008,49,-1.0292581703313306,100.0,2388.11,0.992308214839322,255,0.993956413524117,363,14.8441,0.9608762806929648,0.9093496550928116,1250.16,8727.89,0.9672464701020954,0.9830144209094956,20.0017,0.98633606443634,0.9886363943846022,1482.9,2323.98,24.48,334.61
41.81,8095.41,549.56,-0.7521897649577637,131.07,-1.1110084829269105,0.84,9.3101,50,-1.1373720267125744,100.0,2388.26,0.5533051303094932,255,-0.7530456061265136,329,6.344,-0.3113122471282081,-1.5624507501486993,1126.78,8330.78,-0.6109912116645945,-0.8130839269558611,42.0018,-0.3433952454644838,0.6849598821514105,1354.05,2212.13,10.64,139.16
45.09,8141.15,604.65,0.7748604577297943,371.86,-1.576639776237344,0.2512,8.6095,51,-1.4436584767421343,100.0,2388.04,-1.2494103759978576,255,1.6905126031682378,370,17.2371,-1.759757531778122,0.2016294154064415,1296.37,8786.81,-0.2559621612485112,-0.5550701167879295,10.0033,0.0752616538764506,0.3759177803538163,1500.53,2318.83,28.81,395.46
41.94,8073.45,555.74,1.2988620026664734,183.15,-0.5887654952494893,0.8412,9.2571,52,-2.3683891390370566,100.0,2388.19,0.3327537949111236,255,1.315903149016822,333,8.9698,-0.9631826162194876,0.3598432399462613,1121.72,8357.97,0.980896815885732,1.2602723139841845,35.0042,0.875709082779568,-0.5263792962798871,1367.06,2223.09,14.92,195.04
45.2,8137.15,604.23,0.4568182515968915,371.69,-1.140821765123497,0.25,8.6321,53,-0.8517961441538896,100.0,2388.05,-1.1469652545217277,255,-0.2604967286132201,368,17.2488,-0.7074355608737841,-1.141350220241882,1305.27,8793.1,-1.5270866266272929,-1.440212669543079,10.0066,0.4199095765757787,0.1262422101727858,1493.17,2318.87,28.57,394.15
41.74,8089.17,549.42,-0.7431317406383778,131.3,-1.3922162455224558,0.8419,9.3355,54,-0.5474128823155809,100.0,2388.19,0.3327537949111236,255,-0.780443996942657,329,6.2999,-1.1628662273047572,-1.5624507501486993,1120.17,8329.4,-0.9364656277509618,-0.8600531621875076,41.9997,-0.405269610046246,0.3407542139632948,1351.39,2212.09,10.55,138.42
45.23,8144.38,604.01,0.5129433467968656,371.72,-1.0219623075470163,0.25,8.6259,55,-1.0141654566338527,100.0,2388.05,-1.1469652545217277,255,1.2139301709773582,369,17.0734,-0.4544053341619453,-0.4698604024177201,1307.41,8782.14,-1.3716502110239308,-1.9038587686054032,9.9981,-0.1806216210052129,0.5775308032750279,1494.07,2318.86,28.75,395.14
41.82,8096.24,549.74,-0.7470700120815896,131.2,-1.0708359454132692,0.8419,9.3314,56,-0.6426425079859484,100.0,2388.17,0.2697391276546513,255,-0.7363844225221018,329,6.3651,-1.2195506072257458,-1.5624507501486993,1119.73,8323.96,-0.6856300815189788,-0.7526949102294312,41.9999,-0.6491801486872384,0.7307436489136093,1353.44,2212.08,10.71,139.61
44.04,8064.85,606.88,0.9966187570163234,315.18,0.8842817158972166,0.7014,9.1875,57,-1.0450605543405551,100.0,2388.12,0.9923637948786528,255,0.994207867457132,366,14.7547,0.929596491145906,1.012615606783349,1246.98,8726.3,0.9459182641835012,0.9731141131770455,20.0059,0.9818883016573168,0.9702787856301558,1480.52,2323.97,24.52,334.63
41.59,8081.46,555.67,1.321703977037096,183.73,-1.994804308227188,0.84,9.2866,58,-1.6832003689696546,100.0,2388.17,0.2697391276546513,255,1.325529610654927,334,9.0015,-1.0069841825220536,0.8404167374700015,1121.38,8360.39,1.3296194045497327,1.236787696368342,35.0033,0.9842134032779436,-0.0845383664422304,1369.91,2223.07,14.88,195.3
41.89,8090.15,548.98,-0.7683366778749282,130.66,-0.7896281828177237,0.84,9.3565,59,-0.0596513849794544,100.0,2388.18,0.3012464612821711,255,-0.7630423162891607,330,6.3047,-1.661431114337041,-1.0818772526249592,1116.3,8328.74,-0.822671940923787,-1.0076707586298197,42.0078,-0.4348616974548865,0.3948121554415343,1352.32,2212.05,10.58,138.89
47.36,8144.31,643.07,0.9737070334903092,522.12,-0.6887523419105483,0.0018,8.3907,60,-1.3955135968002952,100.0,2387.97,-1.83029311245622,255,0.9208163829223132,391,23.2775,-0.7196060459515526,-1.4451053773383822,1402.43,9066.75,-0.9848539736773412,0.7890206206021645,0.0012,0.2038354872343743,0.1600459032994079,1584.49,2388.03,38.93,554.16
44.19,8066.33,607.17,0.9995461554823236,315.4,0.9234466059635048,0.7,9.1801,61,-1.0538528582253877,100.0,2388.07,0.9920858946819934,255,1.005774748375831,364,14.7803,0.9493676788784804,0.9437716389896574,1248.99,8735.28,0.9355230041559508,0.981317225298217,20.0047,1.0070083706860165,0.9858933034212914,1479.36,2323.94,24.56,335.55
44.31,8067.72,607.23,0.9938244221169594,314.97,0.9547785180165372,0.7011,9.1678,62,-1.0684670930609868,100.0,2388.13,0.9924193749179864,255,0.9968481337537912,364,14.6872,0.9265472034856588,0.9437716389896574,1246.67,8732.22,0.8907158488647885,0.9830144209094956,20.0041,0.9984485253377045,1.0005582897251362,1474.36,2323.97,24.6,334.84
45.13,8144.16,605.24,0.1949011406639628,371.55,-1.418160499468675,0.25,8.6324,63,-0.8439395645177339,100.0,2388.06,-1.044520133050256,255,0.9160661508580692,370,17.0683,-0.545448920408722,0.2016294154064415,1306.64,8784.03,-0.7844459743000133,0.6883444216063976,10.0048,-0.077062865217921,0.5637986469150553,1497.47,2318.84,28.77,394.94
47.47,8146.2,641.7,0.7695403902935707,521.97,-0.2719872306364438,0.0019,8.4023,64,-1.0814646605461864,100.0,2387.97,-1.83029311245622,255,1.1166676009781105,391,23.356,-1.6964704061711835,-1.4451053773383822,1393.7,9059.37,-0.3023963783078348,-1.9736056847584271,0.0011,-0.1802876842921343,0.2743029623068069,1588.6,2388.05,39.02,554.33
41.99,8093.04,549.01,-0.7722749493181389,130.56,-0.3879028076812262,0.8412,9.354,65,-0.1177182299004494,100.0,2388.12,0.112202459512754,255,-0.7752605175990618,329,6.2675,-0.6643013402725028,-1.5624507501486993,1124.04,8332.85,-1.323119445357354,-0.9976059225087606,42.0029,-0.2505836985919221,0.5542279216376564,1348.23,2212.14,10.63,138.56
41.81,8072.44,555.8,1.3008311383880782,183.2,-1.1110084829269105,0.8412,9.329,66,-0.6983866791100688,100.0,2388.19,0.3327537949111236,255,1.3022039536087504,332,8.9191,-0.7171208761079441,-0.1207302575774788,1123.63,8357.97,-0.1252267635958132,1.2804019862263023,35.0012,0.875709082779568,-0.582092072701375,1358.02,2223.06,15.02,194.67
36.62,7878.85,536.73,-1.0065201751279425,164.64,-1.053074846048534,0.62,10.8679,67,0.9515053170205148,60.0,2028.42,-1.0068502199007563,255,-0.9966786471906548,306,8.5883,-1.028439643205488,-1.052703427027395,1047.92,8021.06,-1.06798413753308,-1.011190422340999,25.0052,-0.9909042909704514,-0.992086288121254,1255.79,1915.49,14.52,176.28
36.62,7877.65,536.7,-1.0054556665948513,164.72,-1.053074846048534,0.62,10.8901,68,0.9778822286750112,60.0,2028.34,-1.0072948602154148,255,-0.9998218213533446,307,8.622,-0.955256739359542,-1.0182814431305491,1055.36,8018.71,-1.0407413871160536,-1.0120390201466372,25.0031,-0.9974780284111469,-1.0047467079519157,1258.83,1915.43,14.2,176.03
44.19,8077.4,606.78,0.9991469647824148,315.37,0.9234466059635048,0.7,9.1763,69,-1.0583678250851665,100.0,2388.12,0.9923637948786528,255,1.002254393313618,365,14.7132,0.917497704622987,0.9781936228865032,1245.75,8728.33,0.8942108069775,0.9702854538249168,20.0048,0.987566891872046,1.102685676359074,1474.75,2323.98,24.75,335.27
36.79,7879.08,535.82,-0.9997339332294862,165.15,-1.0086879706400729,0.6215,10.8752,70,0.9601788059879832,60.0,2028.41,-1.0069057999400886,255,-0.9973072820231929,305,8.642,-1.0026682442704915,-1.0871254109242408,1050.54,8019.74,-0.9548908775781852,-1.0369312224453666,25.0033,-0.9945967732775663,-0.9896597076537164,1268.41,1915.52,14.15,176.23
45.51,8132.84,604.29,0.4942349817301367,371.71,0.0873926298336956,0.25,8.6501,71,-0.380401365986219,100.0,2388.09,-0.7371847686265244,255,0.0522604925121053,367,17.1476,-1.089345669415469,-1.8128400380660437,1302.04,8789.84,0.1688973747340828,-1.3137637334353034,10.0079,0.2412844210909251,-0.1427832166972427,1502.99,2318.84,28.52,394.36
41.95,8099.43,549.42,-0.7691243321635708,130.64,-0.5485929577358195,0.84,9.3219,72,-0.8632965186856383,100.0,2388.23,0.4587831294240683,255,-0.7726687779272647,331,6.3593,-1.3458021806861158,-0.6013037551012189,1118.75,8326.28,-0.7590453633429921,-0.8600531621875076,42.0034,-0.5451594777961682,0.906707764541863,1352.84,2212.04,10.53,138.63
45.17,8139.54,603.75,0.3258596961304272,371.62,-1.2596812227000058,0.2501,8.6469,73,-0.4642048821049035,100.0,2388.06,-1.044520133050256,255,0.4841633216850449,370,17.1534,-1.472438162194124,0.2016294154064415,1298.8,8785.15,-1.276661290377425,-2.451804158406244,10.0049,-0.0156947136403626,0.2754233633559719,1494.62,2318.89,28.62,394.65
41.94,8096.62,549.6,-0.7710934678851756,130.59,-0.5887654952494893,0.841,9.3539,74,-0.1200409036972826,100.0,2388.16,0.2382317940256987,255,-0.7882192159580481,331,6.3268,-1.1834787290942157,-0.6013037551012189,1120.01,8331.22,-1.2007606423173598,-0.7996641454610778,42.0033,-0.3236671871921112,0.751704891527636,1349.23,2212.12,10.62,138.21
45.34,8143.64,604.08,1.8599456315948604,372.44,-0.586144296433141,0.25,8.646,75,-0.4877746210132778,100.0,2388.06,-1.044520133050256,255,2.0628426283173704,370,17.1889,-1.9382975515607648,0.2016294154064415,1294.86,8792.31,-1.4182811357049434,-1.7563350098127584,10.005,0.3766231125165207,0.5313408227915509,1493.8,2318.89,28.68,395.71
42.08,8095.3,549.1,-0.7738502578954229,130.52,-0.0263499700583983,0.84,9.3471,76,-0.2779827218823112,100.0,2388.12,0.112202459512754,255,-0.7774820087463167,331,6.3053,-1.3870271842650033,-0.6013037551012189,1118.43,8328.84,-0.7896350641029908,-0.9674114141455455,41.9991,-0.4303780478474995,0.6788921540263173,1352.59,2212.07,10.68,138.5
41.69,8073.41,555.58,1.3008311383880782,183.2,-1.593078933090719,0.84,9.3074,77,-1.2000842192272356,100.0,2388.2,0.3642611285386434,255,1.2903560008233916,332,8.9628,-0.2275739586085647,-0.1207302575774788,1127.43,8358.07,0.4523067867529637,1.2065931880051652,34.9987,0.8801927323869551,-0.5285857428708347,1362.74,2223.12,14.99,194.35
47.28,8139.74,643.12,0.3475959943535002,521.66,-0.9918542410189832,0.0018,8.4099,78,-0.8757084609314173,100.0,2388.04,-0.8404437643560541,255,1.7042212551452398,392,23.413,-1.3328038344972095,-0.7878010145840706,1396.95,9063.41,-1.4348442616217287,0.8898463981699772,0.0026,0.029991125052974,-0.116226456311198,1581.78,2388.05,38.99,554.84
36.7,7881.44,536.85,-1.0027943952621234,164.92,-1.032186904679845,0.6211,10.8733,79,0.9579213225580948,60.0,2028.4,-1.0069613799794206,255,-1.0007019101188976,306,8.5941,-1.023619801419935,-1.052703427027395,1048.41,8017.87,-1.026223868801716,-1.0077960311184453,25.0074,-0.9998277898793102,-0.9647608819867663,1260.45,1915.54,14.19,175.96
36.56,7887.58,536.83,-1.0069193658278512,164.61,-1.0687408020750482,0.6219,10.9006,80,0.990357794998084,60.0,2028.42,-1.0068502199007563,255,-0.9998218213533446,306,8.5421,-1.0775233381236708,-1.052703427027395,1042.93,8015.42,-1.0252381113853113,-1.0083617629888704,24.9994,-1.0066812608281186,-0.8999817338532488,1260.56,1915.45,14.36,176.03
45.1,8134.82,604.6,1.4109448699954934,372.2,-1.537019957045184,0.2508,8.6581,81,-0.1708925756895075,100.0,2388.02,-1.454300618945459,255,0.3501245126313945,369,17.1576,-0.9238118762394968,-0.4698604024177201,1303.44,8790.42,0.3036089349236791,-0.660444230211076,9.9988,0.2730643567293285,-0.0191938094576599,1503.77,2318.84,28.56,394.56
41.79,8092.45,549.27,-0.756915690689617,130.95,-1.1913535579542214,0.84,9.3702,82,0.2585549251874361,100.0,2388.27,0.584812463937013,255,-0.768596044157297,329,6.3201,-1.5557920426661294,-1.5624507501486993,1117.12,8331.02,-1.1518171211013508,-0.9103773427928404,42.0051,-0.3326344864068038,0.5216828344211427,1349.63,2212.11,10.51,138.74
47.34,8147.63,642.72,1.096207019408414,522.21,-0.7645278166876436,0.0013,8.4207,83,-0.5833180720051764,100.0,2388.03,-0.9818508140809746,255,1.1627502405205892,390,23.3469,-1.0799156954254625,-2.102409740092694,1399.21,9066.07,-0.7125351278364445,0.0832401776267873,0.0001,0.1684420242752732,0.360751424942079,1586.13,2388.01,38.88,554.37
44.15,8071.37,607.37,0.9962195663164138,315.15,0.9130026352791616,0.7,9.1798,84,-1.0542093029774746,100.0,2388.07,0.9920858946819934,255,0.986789976433184,365,14.7576,0.8547413972927242,0.9781936228865032,1239.37,8735.78,0.9905461908534988,0.986974544002475,20.0068,1.0084070382265895,1.039067066710039,1485.5,2323.92,24.58,334.04
45.39,8139.52,604.36,0.1574844105306114,371.53,-0.3880452004723116,0.2516,8.6367,85,-0.7313285897332689,100.0,2388.09,-0.7371847686265244,255,0.6926681357686235,370,17.2349,-0.6317629697076184,0.2016294154064415,1305.91,8786.3,0.3934166417167433,-1.1662399746426586,9.9983,0.0473172277116321,0.2741749855050963,1504.29,2318.88,28.62,394.79
41.87,8079.05,555.94,1.292166941213014,182.98,-0.8699732578450348,0.84,9.3316,86,-0.6379971603922819,100.0,2388.24,0.4902904630515881,255,1.3118304152468554,332,9.0358,-0.2172677077138502,-0.1207302575774788,1127.51,8369.31,0.9380712348217448,1.3273712214579867,35.0036,1.3841549482554192,-0.2174767735469319,1366.71,2223.1,14.74,194.93
47.51,8146.0,642.66,0.7287070616542539,521.94,-0.1204362810822264,0.0,8.4303,87,-0.3234155040707133,100.0,2388.02,-1.1232578638123256,255,0.9553783625793034,393,23.3917,-0.6300881206164256,-0.1304966518297589,1403.23,9063.0,-0.4551606089014737,-0.0377507554548172,0.0013,0.0086509488570621,0.2622122682319572,1587.68,2388.01,38.89,554.19
41.87,8076.83,555.68,1.2941360769346202,183.03,-0.8699732578450348,0.84,9.3434,88,-0.3639216523653046,100.0,2388.29,0.6478271311934855,255,1.2855427700043396,332,9.0332,0.3495760914959758,-0.1207302575774788,1131.91,8358.3,1.0322875131625384,1.2401426417420285,34.9983,0.8905051264838882,-0.3399345593446453,1367.48,2223.16,14.69,194.22
41.92,8081.1,555.49,1.3075261998415373,183.37,-0.6691105702767717,0.84,9.2781,89,-1.88062764170093,100.0,2388.27,0.584812463937013,255,1.3029444506578358,334,8.9289,-0.3473841252597383,0.8404167374700015,1126.5,8353.17,0.1464097791529777,1.1763986796419503,35.0049,0.660493901625804,-0.1043963857607581,1360.24,2223.1,14.84,194.69
41.61,8082.19,555.98,1.3205224956041326,183.7,-1.9144592331999053,0.84,9.2937,90,-1.5182905293941262,100.0,2388.17,0.2697391276546513,255,1.3081279300014308,334,8.9195,0.1666401381146172,0.8404167374700015,1130.49,8351.9,0.9074815340617464,1.340791002952732,35.006,0.6035515516121758,-0.0442707161574254,1366.46,2223.12,14.89,194.83
41.83,8082.28,555.39,1.304375582686968,183.29,-1.030663407899628,0.84,9.3005,91,-1.3603487112090975,100.0,2388.21,0.395768462167596,255,1.318124640164077,334,8.9383,-0.7892646323710335,0.8404167374700015,1123.07,8358.32,0.4278350261449593,1.1428492259050491,35.0061,0.891401856405382,-0.0393062113277809,1362.54,2223.15,14.75,195.1
41.96,8088.54,549.53,-0.7380119877622039,131.43,-0.5084204202221784,0.84,9.3449,92,-0.3290815454127241,100.0,2388.21,0.395768462167596,255,-0.7789630028444863,330,6.3456,-1.1486951323245247,-1.0818772526249592,1120.28,8334.95,-1.5421417027989397,-0.82314876307692,42.0043,-0.1564270568371197,0.3060026801558335,1346.44,2212.07,10.5,138.46
36.72,7879.04,536.76,-1.0029274588287598,164.91,-1.0269649193376744,0.62,10.8804,93,0.9663571816908386,60.0,2028.42,-1.0068502199007563,255,-1.0038450842815876,307,8.5367,-1.010832466070509,-1.0182814431305491,1049.71,8022.99,-1.039038715214989,-1.0103418245353617,24.9994,-0.9855054342638404,-0.9900817216480712,1259.02,1915.51,14.14,175.71
45.55,8142.74,605.21,0.5503600769301108,371.74,0.2458719066023648,0.25,8.6151,94,-1.2970023235344363,100.0,2388.05,-1.1469652545217277,255,0.1267264975419488,369,17.1033,0.20300030159401,-0.4698604024177201,1312.97,8788.86,-1.2507552211101785,0.6251199535525097,10.0031,0.1875872884605365,0.4751638195007849,1494.77,2318.86,28.59,394.41
36.76,7881.17,536.8,-1.0046572851950328,164.78,-1.0165209486533309,0.6213,10.875,95,0.9599411761532586,60.0,2028.42,-1.0068502199007563,255,-0.999067459554299,307,8.6875,-1.0684738392610016,-1.0182814431305491,1043.85,8017.48,-1.0623384359663923,-1.009210360794511,25.0058,-1.0009187505609582,-0.9676094764486588,1256.42,1915.42,14.19,176.09
36.53,7882.45,536.58,-1.0051895394615782,164.74,-1.0765737800883062,0.62,10.8476,96,0.9273858887959072,60.0,2028.4,-1.0069613799794206,255,-1.00321644944905,307,8.6398,-1.0354234955886368,-1.0182814431305491,1047.21,8012.15,-1.06063576406533,-1.0154334113691912,25.0046,-1.0158285465434689,-0.9541050286292968,1256.61,1915.48,14.36,175.76
44.27,8069.73,607.24,0.999812282615597,315.42,0.9443345473321936,0.7013,9.2153,97,-1.0120300073137545,100.0,2388.08,0.9921414747213242,255,0.9915676011604728,365,14.7219,0.9305801323266302,0.9781936228865032,1247.08,8738.58,1.0024648941609475,0.9832972868447082,20.0,1.016239576453798,1.0217644929414746,1486.83,2323.97,24.67,334.42
41.89,8089.17,549.53,-0.7766070479056714,130.45,-0.7896281828177237,0.84,9.3614,98,0.0541596310656197,100.0,2388.17,0.2697391276546513,255,-0.748972872356546,330,6.3431,-1.4823600050412005,-1.0818772526249592,1117.69,8329.68,-0.6109912116645945,-0.82314876307692,42.0039,-0.3927153911455786,0.3407542139632948,1354.05,2212.08,10.69,139.27
45.33,8134.61,605.04,1.7102787110617736,372.36,-0.6257641156253294,0.2518,8.692,99,0.7169009231929295,100.0,2388.0,-1.6591908618930606,255,0.6330953317447318,365,17.123,-0.2782300828532422,-3.1558196737143667,1308.9,8795.31,0.1999846578547709,0.2668479679133323,9.9993,0.5410020899565591,-0.0323017768921662,1503.17,2318.86,28.6,394.75
41.89,8095.73,549.61,-0.7577033449782584,130.93,-0.7896281828177237,0.84,9.3562,100,-0.0666194063699953,100.0,2388.13,0.1437097931417066,255,-0.7737795235008922,331,6.3932,-0.9155162058314036,-0.6013037551012189,1122.09,8331.5,-1.4650556568837576,-0.7963092000873914,42.003,-0.3111129682914437,0.7026114548789907,1347.07,2212.05,10.66,138.6
47.39,8141.77,642.14,0.7423181712006929,521.95,-0.5750891297448786,0.0,8.4401,101,-0.0580982993043433,100.0,2388.01,-1.2646649135372463,255,1.3125188190337764,391,23.3534,-0.7889824380862932,-1.4451053773383822,1401.81,9066.37,-0.6544183009801741,-1.086338842160987,0.0005,0.184056787345515,0.0064940885486783,1586.48,2387.96,39.04,554.5
41.9,8095.33,549.13,-0.7655798878646809,130.73,-0.7494556453040826,0.84,9.3377,102,-0.4963140587851268,100.0,2388.2,0.3642611285386434,255,-0.7523051090774283,329,6.3936,-0.5006896073187632,-1.5624507501486993,1125.31,8329.71,-0.6330157962118013,-0.9573465780244867,42.007,-0.3913702962634195,0.6805469889695154,1353.87,2212.15,10.44,139.18
36.55,7878.63,537.0,-1.0073185565277605,164.58,-1.0713517947461353,0.6215,10.8568,103,0.9383168611932656,60.0,2028.39,-1.0070169600187528,255,-1.0048509000136483,307,8.5542,-1.05903088392604,-1.0182814431305491,1044.81,8014.18,-1.0376945005562532,-1.0035530420902532,25.0039,-1.0101499563287395,-0.9944073650902098,1259.17,1915.43,14.32,175.63
41.99,8096.49,549.15,-0.780545319348882,130.35,-0.3879028076812262,0.84,9.3722,104,0.3050084011241825,100.0,2388.19,0.3327537949111236,255,-0.7874787189089638,330,6.4208,-0.2121145822664929,-1.0818772526249592,1127.55,8334.71,-0.0836247705622251,-0.950636687277114,42.0005,-0.1671878158948813,0.7445339401070439,1358.36,2212.13,10.72,138.23
44.17,8073.08,607.02,0.9893002608513216,314.63,0.918224620621334,0.7,9.1867,105,-1.0460110736794557,100.0,2388.1,0.9922526347999884,255,0.9934535056580864,365,14.7539,0.97759818076529,0.9781936228865032,1251.86,8733.23,0.9752221437439212,0.977074236270025,20.0074,1.001273833769663,1.0571081649687215,1483.79,2324.0,24.51,334.57
36.67,7881.55,536.97,-1.005322603028215,164.73,-1.0400198826931033,0.62,10.8878,106,0.9751494855756714,60.0,2028.37,-1.0071281200974185,255,-1.0001990022528675,307,8.6325,-1.0150621231476276,-1.0182814431305491,1049.28,8009.37,-1.0462078600615743,-1.004401639895891,25.0026,-1.0236051380690556,-0.9636003435022836,1258.22,1915.47,14.31,176.0
47.18,8148.11,642.02,0.6198181852825879,521.86,-1.37073161490454,0.0005,8.3935,107,-1.3197086811527816,100.0,2388.02,-1.1232578638123256,255,0.609758566010319,393,23.3482,-0.7005834868178543,-0.1304966518297589,1402.6,9063.11,0.0280392943893324,-1.328320708323967,0.0024,0.0143763619828269,0.3897690907217185,1590.59,2388.02,38.92,553.89
44.26,8066.98,607.03,0.9936913585503224,314.96,0.9417235546611064,0.7,9.1941,108,-1.037218769794623,100.0,2388.1,0.9922526347999884,255,0.9950879562226852,365,14.6543,0.9417936417868974,0.9781936228865032,1248.22,8726.62,0.93892834795808,0.9773571022052376,20.0059,0.982783448883288,0.9927510308295588,1479.74,2323.91,24.44,334.7
41.7,8074.09,555.67,1.302800274109684,183.25,-1.5529063955770492,0.84,9.3244,109,-0.8052296737646434,100.0,2388.17,0.2697391276546513,255,1.3044254447560053,334,8.9254,-1.0250201215878334,0.8404167374700015,1121.24,8355.87,1.0922433266521367,1.236787696368342,35.0072,0.7815524410248472,-0.4910761508246765,1367.97,2223.11,15.01,194.73
41.73,8091.2,549.78,-0.7718811221738182,130.57,-1.4323887830361255,0.8411,9.3378,110,-0.4939913849882936,100.0,2388.15,0.2067244603981789,255,-0.7985861746452374,331,6.3308,-1.1074701287456374,-0.6013037551012189,1120.6,8327.69,-1.088190543520556,-0.739275128734686,41.9984,-0.481940018332247,0.4527313784539697,1350.15,2212.08,10.47,137.93
36.59,7880.28,536.26,-1.0014637595957592,165.02,-1.0609078240617902,0.62,10.833,111,0.9100389108609684,60.0,2028.36,-1.0071837001367503,255,-1.0073654393438003,306,8.6294,-1.0382760550127392,-1.052703427027395,1046.92,8018.49,-1.0787378548029594,-1.024485121296003,25.0015,-0.9980934421289996,-0.976999287823064,1254.59,1915.56,14.52,175.43
36.48,7879.14,536.99,-0.9964073440635765,165.4,-1.0896287434437368,0.6207,10.8773,112,0.9626739192525984,60.0,2028.39,-1.0070169600187528,255,-1.0043479921476182,307,8.4843,-1.0164392208006416,-1.0182814431305491,1049.14,8012.38,-1.0287330694980208,-1.003835908025466,25.0029,-1.015185159474804,-0.9890266866621794,1260.17,1915.49,14.09,175.67
45.11,8139.97,604.42,-0.1418494305355624,371.37,-1.4974001378530235,0.25,8.6223,113,-1.108444412267396,100.0,2388.12,-0.4298494042074514,255,0.5586293267148884,370,17.1206,-1.6072299652088209,0.2016294154064415,1297.66,8786.87,-0.1955146662916154,-1.0397910385348827,10.006,0.0785492334253231,0.3022634871504508,1500.88,2318.88,28.54,394.7
45.31,8141.63,604.67,0.9619441083961264,371.96,-0.7050037540096499,0.2516,8.6472,114,-0.4563483024687943,100.0,2388.06,-1.044520133050256,255,1.2437165729893465,370,17.1561,-1.2276846251411029,0.2016294154064415,1300.87,8787.65,0.7163789719149096,-0.5129204714186708,10.0028,0.1212877675596692,0.4058788487755694,1506.16,2318.86,28.72,395.16
41.7,8076.81,555.35,1.2878348426254829,182.87,-1.5529063955770492,0.84,9.3049,115,-1.2581510641481894,100.0,2388.18,0.3012464612821711,255,1.3122006637713974,334,8.9864,-0.3100239657663688,0.8404167374700015,1126.79,8356.58,1.0261695730105442,1.129429444410304,34.9982,0.8133863532371405,-0.341037782640094,1367.43,2223.13,14.92,194.94
41.72,8072.5,554.8,1.3039817555426474,183.28,-1.4725613205497667,0.84,9.2568,116,-2.3753571604275563,100.0,2388.22,0.4272757957951158,255,1.308498178525973,333,8.8895,-0.826624791864403,0.3598432399462613,1122.78,8356.56,1.1191622633209388,0.9449074488573662,35.0073,0.8124896233156468,-0.5787824028149287,1368.19,2223.03,14.79,194.84
41.87,8067.89,555.61,1.3020126198210416,183.23,-0.8699732578450348,0.841,9.2982,117,-1.4137702085363848,100.0,2388.23,0.4587831294240683,255,1.2981312198387838,334,8.9578,-0.315177091213726,0.8404167374700015,1126.75,8363.37,0.8095944916297564,1.216658024126224,35.0071,1.1178261615776546,-0.8330753724218446,1365.66,2223.07,14.87,194.56
41.87,8089.26,548.95,-0.7817268007818454,130.32,-0.8699732578450348,0.84,9.3523,118,-0.1572036844466962,100.0,2388.19,0.3327537949111236,255,-0.7330521858012204,331,6.3383,-0.8923271413182666,-0.6013037551012189,1122.27,8332.9,0.1341738988489894,-1.0177355947508784,42.002,-0.2483418737882693,0.3457187187929392,1360.14,2212.09,10.6,139.7
44.44,8068.66,606.77,0.9996792190489608,315.41,0.9887214227406528,0.7,9.2098,119,-1.0185648277686965,100.0,2388.11,0.992308214839322,255,0.993579232624594,365,14.7077,1.0007137485123312,0.9781936228865032,1254.21,8726.0,0.9399141053744848,0.970002587889704,20.0031,0.9810491011329748,1.0104756185924777,1479.85,2324.05,24.57,334.58
41.65,8076.96,555.25,1.3110706441404272,183.46,-1.7537690831453123,0.8401,9.2668,120,-2.1430897807437,100.0,2388.23,0.4587831294240683,255,1.288875006725222,333,8.9293,-0.7609224424105393,0.3598432399462613,1123.29,8361.07,0.8144888437513517,1.0958799906734027,35.0024,1.014702220608078,-0.3327636079240533,1365.7,2223.13,14.8,194.31
44.11,8071.21,607.9,0.9976832655494144,315.26,0.902558664594818,0.7,9.1906,121,-1.0413772919023148,100.0,2388.17,0.9926416950753147,255,0.9938306865576096,365,14.6889,0.9142516887265948,0.9781936228865032,1245.42,8728.83,0.9481586219480592,1.0019664385687546,20.0021,0.9889655594126192,1.03737901073262,1480.77,2324.07,24.59,334.6
